comment,channel,video_url,comment_en,sentiment
"बालेन/RSP को झोला बोक्नु एमाले/नेकपा/कङ्रेस को झोला बोक्नु एकै हो! 
जिब्रो चिप्लियो/संसद मा जदा अगि homework पुगेन/ मैले जे भनेनी फरक पर्दैन भन्ने भ्रम भयो/सल्लाहकार गतिलो भयन भन्नुको साटो ""बालेनको कुटनीति/चाल"" भन्ने झोले हरु ले भोलि बालेनले बाटोमा हग्दियो भनेनी ""बालेनको चाल"" भनाओ है। हुन त सोच्नलाई दिमाख नि चाइन्छ अरुले जे भनेनी होहो भनेर भेडा ताल मा दौडिन सजिलो हुन्छ/ दिमाख चाइन्न। 

म: बालेनको समर्थक, तर कमि कमजोरी लाई नराम्रो भयो भन्ने मान्छे। म उसलाई भगवान मान्दिन, सामान्य मान्छे हो र केहि  कमि कमजोरी सबैबाट हुन्छ।",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Carrying the bag of Balen/RSP is the same as carrying the bag of UML/NCPA/Congress! 
Tongue slipped/didn't get enough homework in Parliament/got the illusion that whatever I said doesn't matter/consultant was quick instead of saying ""Balen's diplomacy/move"" say ""Balen's move"" if Balen hit the road tomorrow. However, it is easy to run in the lake of sheep thinking that what others say is not necessary for thinking. 

Me: Balen's supporter, but a man who says weakness is worse. I don't consider him a god, just a normal person and something",negative
Gorula k thaha hunxa  jasako desa usailaimatra maya lagxa jabki vtuwa lai desako maya  lagdaina,KhojSamachar,https://www.youtube.com/watch?v=45rp5GC0tcQ,Gorula's condition is as good as those days when it is useless.,negative
"अरु देशको नेता देश अप्ठ्यारो परेको बेला भ्रमण छोट्टाएर आउछन् तर सहकारी ठग्, फरार कैदी र मानवअधिकार हनन् कर्ता रवि एक शब्द नबोली बिदेशी नेताको चाकडी गर्न गएर देशले के पायो? यो सहकारी ठग् एक नंबरको फटाहा र अवसरबादी हो, यस्ले प्रधानमन्त्री बन्ने सवालमा देशै बेच्न सक्छ, सबैजना देशभत्त जनता सतर्क हुनुपर्छ",News24Nepal,https://www.youtube.com/watch?v=ZuMOJjCsthA,"Leaders of other countries skip their visits when the country is in trouble, but what did the country get when Ravi, a co-operative thug, escaped prisoner and human rights abuser, went to cheat a foreign leader without saying a word? This cooperative thug is a number one fraud and opportunist, he can sell the country in the matter of becoming the prime minister, all citizens should be cautious.",negative
Biki sakyo yo Muji ni,KhojSamachar,https://www.youtube.com/watch?v=45rp5GC0tcQ,Biki sakyo yo Muji ni,negative
Terima kati nai bibeksil bhayeki,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Terima kati nai bibeksil bhayeki,negative
"rajinama deu,esto desh drohi abhibekti dine eti assh lageko thiyo balen dai ,thait",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g,"rajinama deu,esto desh drohi abhibekti dine eti assh lageko thiyo balen dai ,thait",negative
Jhole media ho taha xina RW Mahendra raja lae biseshwor koirala lai chiso jel ma rakhya nirankus raja vane dekhi taha vayo Saab poisa khayera gen z abujj ko mind vutera raixa vanera jaba ki raja lae resort jasto jail ma healthy environment ma sadai Durbar BATA Khana lagera khuwayera tyo bp koirala vane manxey pasupati lai museum banauna parxa vane Christian jhole ho,IDSMediaNetwork,https://www.youtube.com/watch?v=U2jbDkyGWx4,Jhole media ho taha xina RW Mahendra raja lae biseshwor koirala lai chiso jel ma rakhya nirankus raja vane dekhi taha vayo Saab poisa khayera gen z abujj ko mind vutera raixa vanera jaba ki raja lae resort jasto jail ma healthy environment ma sadai Durbar BATA Khana lagera khuwayera tyo bp koirala vane manxey pasupati lai museum banauna parxa vane Christian jhole ho,negative
रबि  बालेन  र घण्टेहरूले  आत्माहत्या  गोल  गर्यो ।,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g,Rabi Balen and Ghanta scored a suicide goal.,negative
"Exactly. This was my thought as well. We know in reality Nepal has very little hand in occupation of Indian lands. And after that Balen statement all they can do is ask us to re-measure those pillars around the Border area. So in that sense, who gets the last laugh? The party who has done most wrong or the party who has done far less wrong but is happy to accept the wrong doing.",WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,"Exactly. This was my thought as well. We know in reality Nepal has very little hand in occupation of Indian lands. And after that Balen statement all they can do is ask us to re-measure those pillars around the Border area. So in that sense, who gets the last laugh? The party who has done most wrong or the party who has done far less wrong but is happy to accept the wrong doing.",negative
hello पत्रकार सर राजेन्द्र बानिया ज्यू तपाईँले कोईसन गर्नुभयो तर महाकाली सन्धि गर्ने बेलामा माहाकाली बेचेको कुरा चाहिँ किन गर्नुभएन प्रधानमन्त्री बालेन्द्र शाह जिब्ले रोस्तबाट भन्नुभयो कि भारतले नेपालको सीमा मात्र होइन नेपालले पनि भारतको सीमा म्युजिक छ भन्नुभयो तर त्यसमा विरोध गर्ने भनेको नेपाली काङ्ग्रेस माओवादी र एमाले का पाटीहरुका सांसदहरू धेरै देखिन्छ। तर पहिला ती माकाली बेच्ने बेलामा यिनीहरूका थ त्यसको बारेमा किन बोल्दैन। र अहिले आएर पालेन्साले नेपालले पनि भारतको सीमा मिचेको छ। भन्दाखेरिमा यिनीहरू यिनीहरुलाई किन टाउको दुख,Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,"Hello journalist Sir Rajendra Bania sir, you made a proposal but why did you not do the selling of Mahakali during the Mahakali treaty? Prime Minister Balendra Shah Jible said that not only India has a border with Nepal, but Nepal also has a border with India. But first, when they are selling Makali, why don't they talk about it. And now Palensa Nepal has also crossed the border of India. during the day",negative
"बालेन्द्र साह ले सही भनेको, भारत ले नेपाल लाई आफ्नो भाई बुझेको अनी केही बोल्दै नन,डीआईजी साहब तपाई गफ कम दिनूस,please be Nutral nd positive",GSMediaNetwork,https://www.youtube.com/watch?v=YcBSKgWFGXA,"Balendra sah said rightly, India considers Nepal as its brother, don't say anything, DIG sir, you don't gossip, please be neutral and positive.",negative
bhakti,WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,bhakti,negative
"प्रधानमन्त्री ले यो भन्यो र त्यो भन्यो भनेर बिरोधको बिकल्प नबनाईयोस,संसद भयर बस्ने हो भने बालेनलाई साथदियर बिधिको शासन कायम गर्ने र भ्रष्टाचार गरेर राज्यको ढिकुटिको पैसा फिर्ता गरायर देश समुन्नति तर्फ लम्काउने मैदान तर लागौं,नत्र गाऊं तिर अराजक क्रियाकलाप र घरका झ्यालबाट पसेर चोरी गर्ने चोरहरुलाई साम्सद बनायर सधन छिरायर अराजक र कुस्ती खेल्ने जात्रा देखाउने क्रियाकलाप देखाउने ब्यबस्यालाई बालेनले एकसट मा गोलपोष्ट भित्र छिरायर तिम्रा लुछाचुडी गरीखाने ब्यवस्था मृत्यू वर्ण गर्नु नपरोस्।धेरै ल्याङ ल्याङ नगर देश बनाउन बिचार बोक्ने बाहेक सबै गोलपोष्ट भित्र छिर्ने वातावरण छिट्टै आउदैछ,बालेन थर्कायर आफ्ना आपराधिक कर्तुत लुकाउन खोज्ने सबै खोरको गोलपोष्टमा गोलबन्द हुनेनै हो,यो आपराधिक क्रियाकलाप गर्ने झुन्डहरुको चिच्याहट भन्ने बालेनले राम्रैसंग बुझेको छ,तिम्रा बिरोधले बालेन बिचलित कदावी हुनेछैन,लेखेर राख।देश बनाउन आयको हो,भ्रष्टाचारी बनाउन हैन।",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M,"Let's not create an alternative to the opposition because the Prime Minister said this and said that, if the parliament is to sit down, then let Balen maintain the rule of law and order and return the state's money through corruption. Don't let the business fire you into the goal post in one shot.",negative
Michekoi hola bithai boldaina hau pahilako jasto chor neta hoina ni Aile ko le,GSMediaNetwork,https://www.youtube.com/watch?v=YcBSKgWFGXA,Michekoi hola bithai boldaina hau pahilako jasto chor neta hoina ni Aile ko le,negative
Thousands of cancer patients in Nepal are struggling because essential medicines like cisplatin are running out. This deserves more attention. 🙏,WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,Thousands of cancer patients in Nepal are struggling because essential medicines like cisplatin are running out. This deserves more attention. 🙏,negative
Belayat kasari tesro pakshya timro Des satchalis mabaneko nepalko belayat sanga sandhi pachSko samdhile sugaulisandhi kharej bhako cha chinatimeru Nepal buumima byapargarne ani stake holder bhena  tanalayak parrstra Mantri ko gjoch pech ho sima milekai haima timele paisa khwai nepalko bhumi India tira pareka chau ata biswanapi lyaigarinu parcha balenko kura sima basneko hosainik sakti dekhai pelera khanakhoje thik hunna,BBCNewsNepali,https://www.youtube.com/watch?v=c9X8FaPruKI,Belayat kasari tesro pakshya timro Des satchalis mabaneko nepalko belayat sanga sandhi pachSko samdhile sugaulisandhi kharej bhako cha chinatimeru Nepal buumima byapargarne ani stake holder bhena tanalayak parrstra Mantri ko gjoch pech ho sima milekai haima timele paisa khwai nepalko bhumi India tira pareka chau ata biswanapi lyaigarinu parcha balenko kura sima basneko hosainik sakti dekhai pelera khanakhoje thik hunna,negative
There is nothing like border dispute between India and Nepal..Nepal govt is funded by China just to poke India constantly so that India dont become superpower..Lets not fight because third person is taking profit and all this issue will make both country suffer..,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,There is nothing like border dispute between India and Nepal..Nepal govt is funded by China just to poke India constantly so that India dont become superpower..Lets not fight because third person is taking profit and all this issue will make both country suffer..,negative
मगन्ते कंगाल देश नेपाल मा चण्डाल नेता हरु को बिगबिगी छ।,Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,"Chandal leaders are in trouble in Nepal, a poor country.",negative
देस काे प्रधानमन्त्री भयर यस्ताे नामर्द कुरा गर्न मिल्छ र जब कि अहिले सम्म भारत ले पनि भनेकाे छैन,GSMediaNetwork,https://www.youtube.com/watch?v=YcBSKgWFGXA,"Being the Prime Minister of the country, you can say such a stupid thing and till now even India has not said it",negative
नेपाले हालसम्म भारतकाे सिमामिचेकाे हाेयिन भारतले चायि नेपालकाे सिमा मिचेकाेछ र हाे जय नेपाल जय नेपाली,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M,"Nepal has not yet crossed the border of India, but India has crossed the border of Nepal and Hail Nepal, Hail Nepali.",negative
Je bole thik bole estai bolnu parx nepali haru le ehi khojeko aba nepal nai India ho bhani diy katy ramro hunx hola nepali le chaheko kura bolnu bhayx nepali ko buddi paxi aaux brother k garnu hamile vanera hunna sab janta nai lagesi India huna pani k ber lagx ra sab lai ramro lagx vane India nai sahi mero vannu kehi nai xaina harka sir  le ta yo desh aru le lanx vaneko nai x herdai jau kk sunna painx nepal ma sahi neta paiyna aaj samma dhikar x,KhojSamachar,https://www.youtube.com/watch?v=45rp5GC0tcQ,Je bole thik bole estai bolnu parx nepali haru le ehi khojeko aba nepal nai India ho bhani diy katy ramro hunx hola nepali le chaheko kura bolnu bhayx nepali ko buddi paxi aaux brother k garnu hamile vanera hunna sab janta nai lagesi India huna pani k ber lagx ra sab lai ramro lagx vane India nai sahi mero vannu kehi nai xaina harka sir le ta yo desh aru le lanx vaneko nai x herdai jau kk sunna painx nepal ma sahi neta paiyna aaj samma dhikar x,negative
Sikkim Game is going on in Nepal,IDSMediaNetwork,https://www.youtube.com/watch?v=U2jbDkyGWx4,Sikkim Game is going on in Nepal,negative
Timiharu le balen sarker lahi sikako suhaoodawna akantama basera xatima hat rakera vagawan samjera sochata  timiharu kastaxau? Kati vastachari xau?,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M,Timiharu le balen sarker lahi sikako suhaoodawna akantama basera xatima hat rakera vagawan samjera sochata timiharu kastaxau? Kati vastachari xau?,negative
Ye nepal wale bharat se kyo ladte hai jab bharat nepal ki hamesha help karta hai jaye bhukamp aye ya arthik madad . Chaina ke se kyo nahi Ladte chaina ne to tumhare gao ke gao. Kabzaye the . Kyoki bharat apne padosio ke liye soft hai agar bharat chaina jaisa akramak ban jaye to in chhote chhote chhote desh ki himmat bhi nhi hogi india ko akh dikhane. Ki,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Why do these Nepalese blame India when India always helps Nepal in case of earthquake or economic help. Because of the chain, why don't the boys sing your songs? Capture the. Because India is soft towards its neighbors, if India becomes aggressive like China, then this small country will not even have the courage to show its eyes to India. Ki",negative
Toi ban pradhanmantri muji,KhojSamachar,https://www.youtube.com/watch?v=45rp5GC0tcQ,Toi ban prime minister muji,negative
Nepal lai Bharat banaune tayar balen le gardai xa,GSMediaNetwork,https://www.youtube.com/watch?v=YcBSKgWFGXA,Nepal brought India to guard by making tire bales.,negative
we must do something India is cupturing our land,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,we must do something India is cupturing our land,negative
रेगुलर कैलाली बाट . बालेन लेभनेको विषय आपत्ती जनकछ र रोस्टममा जान लडाइ झगडा गर्न नेपालीले त्यहाँपठायका हैनन् गम्भीर विषय हो,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M,From regular Kailali. The issue of Balen Levane is objectionable and Nepalis do not go there to fight and fight in Rostam. It is a serious issue.,negative
"जुम्लाको कुरा सुन्दा हाँस उठ्यो!!! हैट नेपाली संस्कार, चेतना???/",BBCNewsNepali,https://www.youtube.com/watch?v=c9X8FaPruKI,"I laughed when I heard Jumla!!! Hate Nepali culture, consciousness???/",negative
"😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮 

Bharatko  damchaina
Sugauli sandi  anusar  chalnu parcha Nepal le
Tesaile tesoro  kaamchaina vaneko 
British  binaa  yo kura  maandaina",BBCNewsNepali,https://www.youtube.com/watch?v=c9X8FaPruKI,"😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮 

Bharatko damchaina
Sugauli sandi anusar chalnu parcha Nepal le
Tesaile tesoro kaamchaina vaneko 
British binaa yo kura maandaina",negative
Tyro jholy samjihalxni,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Tyro jholy samjihalxni,negative
Aunsi ko Sarkar grahan lagyo aam Nepali janta lai 😅😢,KhojSamachar,https://www.youtube.com/watch?v=COGGc-UvlaI,Ansi ko Sarkar grahan gayo aam Nepali public 😅😢,negative
35bars sam kati paltw sarkar feriyo bar bar tarw ek jana le pani india lai barta ma lyaunu saken kin ki india le sarkar chalauthiyo hijo balen le boleko satya ho sabai pm lai tha x tarw purano lai ramro sang tha x satya kura bolyo vane veda haru le k hal garx vaner tei vayer sabai pm haru lai tha x nepali janta kasta xan vaner man rakhdinu ko lagi vaye pani india lai ghoche jasto garne ani vitra gayer sorry magne haru hun! tarw ab ko sarkar testo xain biswas gar 100%table talk hunx hunx,KhojSamachar,https://www.youtube.com/watch?v=COGGc-UvlaI,35bars sam kati paltw sarkar feriyo bar bar tarw ek jana le pani india lai barta ma lyaunu saken kin ki india le sarkar chalauthiyo hijo balen le boleko satya ho sabai pm lai tha x tarw purano lai ramro sang tha x satya kura bolyo vane veda haru le k hal garx vaner tei vayer sabai pm haru lai tha x nepali janta kasta xan vaner man rakhdinu ko lagi vaye pani india lai ghoche jasto garne ani vitra gayer sorry magne haru hun! tarw ab ko sarkar testo xain biswas gar 100% table talk hunx hunx,negative
Gajedi pm  .. k boleko ho  thaha nai xain pm lai.. nepal ko lagi khatra pm . Ra ghante  ka jhole,KhojSamachar,https://www.youtube.com/watch?v=45rp5GC0tcQ,Gajedi pm.. what are you saying? Ra ghante ka hole,negative
किन पछि हट्ने? बिपक्षी बिरोध कै लागि बिरोध गर्नु गलत हो,News24Nepal,https://www.youtube.com/watch?v=ZuMOJjCsthA,Why retreat? It is wrong to protest for the sake of opposition,negative
Balen ले गलत बोलेकै हो ❤❤❤❤❤,KhojSamachar,https://www.youtube.com/watch?v=COGGc-UvlaI,Balen is wrong ❤❤❤❤❤,negative
"Nepal le micheko hoena
Nepal ko shima thaha chalena vane etihash padha . uttarma chin purbama tista pari satalaj dhakxinma ganga Nadi paschimma Killa kangada samma ko jamin kasle micheko? Ramro gyan vaash . Aarko kura gyan hosh ki Nepal ko sima Sri 3 Maharaj Jangabahadur ranale shimama gadeko jange Pilar arko Shima ho awhile Pani thadai xha gyan vaash.",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M,"Nepal le micheko hoena
Nepal ko shima thaha chalena vane etihash padha . uttarma chin purbama tista pari satalaj dhakxinma ganga Nadi paschimma Killa kangada samma ko jamin kasle micheko? Ramro gyan vaash. Aarko kura gyan hosh ki Nepal ko sima Sri 3 Maharaj Jangabahadur ranale shimama gadeko jange Pilar arko Shima ho awhile Pani thadai xha gyan vaash.",negative
बलेन  डर छेरुवा  देश द्रोही  हो,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Balen Dar Chheruva is a traitor,negative
यदि अरुले मिचेको छ भने नि छोड्नुहुदैन । आफुले नि मिच्नु हुदैन । अर्काको जमिन हामिले मिचेको छ भने छोडिदिनुपर्छ ।,KhojSamachar,https://www.youtube.com/watch?v=COGGc-UvlaI,"If others have broken it, don't leave it. You should not beat yourself up. If we have encroached on another's land, we must leave it.",negative
aaagjaani huhaallla gaarne aarajak jaathhha lai nepal praahari le sarbajanik mudda thokera khorma jaaakna jaaaruri vaaisakyo...,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk,aaagjaani huhaallla gaarne aarajak jaathhha lai nepal praahari le sarbajanik mudda thokera khorma jaaakna jaaaruri vaisakyo...,negative
Harka Sampang ko math ni video banauna paryo. Yo guithey dekhera harek nepali ko ragat tatiyeko cha,WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,Harka Sampang ko math ni video banauna paryo. Yo guithey dekhera harek nepali ko ragat tatiyeko cha,negative
Deshma tetro bhrastachar bhairakhda kata thyo soltini sambidhan,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Deshma tetro bhrastachar bhairakhda kata thyo soltini sambidhan,negative
Yo chor hok dai giresh daiko mobile choreko mo kusuti basxu,KhojSamachar,https://www.youtube.com/watch?v=45rp5GC0tcQ,Yo chor hok dai giresh daiko mobile choreko mo kusuti basxu,negative
Sahi Kura ho,GSMediaNetwork,https://www.youtube.com/watch?v=YcBSKgWFGXA,Where are you right?,negative
Daka rahex ni,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M,Leave me alone,negative
Pm vayera sadanma yasto volnu rastraghati kura ho,GSMediaNetwork,https://www.youtube.com/watch?v=YcBSKgWFGXA,Pm vayera sadanma yato volnu rastraghati kura ho,negative
"होइन सरकारले आफै त्यस्तो बोलेको छैन भनिसकेको छ फेरि तेसलाई किन justify गरिराको, गलतलाई त गलत नै भन्नुपर्छ ।",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"No, the government has already said that it has not said that, why are you justifying it?",negative
बोल्ने ढंग र तरिका छैन र त संसद् मा  उपस्थिति हुने रैन छ त,News24Nepal,https://www.youtube.com/watch?v=ZuMOJjCsthA,There is no style and manner of speaking and there is no presence in the parliament,negative
"I can't lie, your comment is very vague and fails to clearly specify which part you disagreed with and wanted to debate.",WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,"I can't lie, your comment is very vague and fails to clearly specify which part you disagreed with and wanted to debate.",negative
सर्बोच्च मन्च मा बसेर राष्ट्र प्रमुखले आफ्नो देशले पनि अरुको देशको सिमा मिचेको छ भन्दा यो कुटनैतिक कुरा सम्झेर स्वीकार गर्नुपर्ने वा वाहि गर्नुपर्ने तैपनी धेरै ठाउँ मा पो मिच्यो रे 😂😂 हजुरलाइ पनि घन्टी को राप्ले छोए जस्तो छ।,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g,"Sitting on the highest platform, the head of state has violated the borders of other countries by remembering that this is a diplomatic matter that should be accepted or rejected.",negative
सहि आवाज घण्टेहरु सकियो यो सभामुख एकलौटी सत्तपक्षको लागि मात्र बोलेको बुझियो राजिनामा  दे उपसभामुख खै हो बोल्नु पर्यो,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,The right voice hours are over. It is understood that the speaker spoke only for the sole authority. Please resign. The deputy speaker should speak yes.,negative
के भन्नू र यस्तो दिन पनि आयो आफ्नै देसले मिचेको भुमी खोज्दै हिद्नु पर्ने दिन पनि आयो ।,GSMediaNetwork,https://www.youtube.com/watch?v=YcBSKgWFGXA,What can I say and a day like this has come when I have to walk in search of land that my own country has left behind.,negative
"​ @unrealbutreal-l2p  Yes, its not just about lipulekh limpiyadhura. When any other kind of boarder disput occours India will already have upper hand.",WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,"​ @unrealbutreal-l2p  Yes, its not just about lipulekh limpiyadhura. When any other kind of boarder disput occours India will already have upper hand.",negative
Ho padmale sodhdha thikai uttar thiyo aaryan le sodhda ganja lagyo,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M,Ho padmale sodhdha thikai uttar thiyo aaryan le sodhda ganja lagyo,negative
 @Rose-ot1mn the way he is misleading information to the public of Nepal 😅,IDSMediaNetwork,https://www.youtube.com/watch?v=U2jbDkyGWx4,@Rose-ot1mn the way he is misleading information to the public of Nepal 😅,negative
Des Bharat lai Bechne Sadentra ho Balen Rabi ko,GSMediaNetwork,https://www.youtube.com/watch?v=YcBSKgWFGXA,These Indians started selling their hair to the farmers.,negative
