comment,channel,video_url
Raja rajsansthaa vako vae k estai hunthyo tw ?? Table talk garna lai vneko re ajha veda haru feri tali padkaune ho ho vndai. Nepali veda nai ho,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
माचिक्ने टन्के,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Hi hiii ihaaaaa,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Jaba samma border ma wiring hudaina taba samma kei hudaina,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
❤❤❤❤,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
नेपालले संरक्षण गर्न सक्ने भनेको काठमाडौँ पोखरा र चितवनमात्र होला । जता जता सहर छ उता उता । गाउँलाई संरक्षण गर्ने कसले ?,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
सिमाना हैन जग्गा मिचेको भनेको हो।,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
"सच्चा मन भएका नेपाली निडर पत्रकार टंक दाई❤❤❤❤
My big fan",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Sahi bichar,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Darayo yo pani😅😅,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Your points are absolutely right according to treaty of 1816. And occupied land is to be claimed by nepal in diplomatic way. That must strat right now on.,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
झोले हरु यो भिडियो हेर अनि सुन,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
China le gareko xa ki xaina sir  encroachment,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
"yo jhole amrica bata nepal kp barema mata ngative mata boxa Amrica ko barema pane vannu ne amrica maa basre  nepal ko kura garxa fata jhole,,,,",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Khai chadai hos sima niwarad,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
💯🕊️🇳🇵,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
टँक सर को यो निष्पक्ष पत्रकारिता र जानकारी को लागी स्यालुट् छ । टँक सर को समाचार मुलक भिडीयो हरू हेरी रहन्छु र एक दम राम्रो लाग्छ । यस्तै राम्रा र जानकारी मुलक भिडीयो हरू प्रस्तुत गर्दै जानु हुन को लागी हार्दिक शुभकामना छ ।,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
"Sir ani balen sir le rostam bata yesto abhibekti dida kasto asar parcha tyo no vandinus , aile.india ma headline vako cha india ko jamin nepal le micheko cha vanera yesko k asar parcha tyo no vandinus",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
म pm भयपछि भनेकाे छ ।,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
👍,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Backoff india,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Thank you tanka sir yak sacha nidar pattrakar💕❤️💕🙏🙏🙏🙏🙏,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
👍👍,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
नेपाल ले।अपना ही।जमीन का।प्रयोग किया।हें ।यह।भारत के।जमीन नही नही है 👍👍☝️☝️,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
❤❤❤,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
"Woou Tank Babu it’s really clear why the people are not understanding why they are shouting to Ballan government t
.I think maybe they are move lying by the opposition party.",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
तपाई देस्द्रोही ले बालेन को स्पष्टीकरण दिराख्नु पर्दैन। देश जलौने हरु,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
"Chup lag thag kharane,",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
हजुर लाई धन्यबाद छ समय समय मा हजुर काे जानकारी मूलक विडीओ आउँछ हेर्छु। कमेन्ट पनी गर्छु। सटिक समाचार हुन्छ्।,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
नेपालले भारतको सुर्ती बाहेक केही मिचेकै छैन,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Balen le thik gardai xa,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Thank you for raising voice,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
yo doti haru lai main Nepal ban garna paryo k😡,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
💯💐💐💐❤️,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Oe dalal,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
"Piller hamro ho ,bhutan ko haina😢😢😢",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
E sir tapai afnai tatka garnu hunxa,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
"अनि sir त्यो सत्यता ती देस मा हुन्छन् ,हाम्रोमा hunchha???",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
"""As for Pakistan, the Indian Embassy in Nepal should have 2 or 4 bombs dropped as soon as possible.""plz help Nepal for bombing in India border.we are Bhai Bhai pathaan's.",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
"यस्तो सत्य तथ्य बोल्नुहुन्न घन्टेको अन्धभक्ते समर्थकहरुलाइ पच्दैन क्या, हेर्दै जानुस् देश बिगार्ने बेच्ने भनेकै घन्टेहरु हुनेछन्",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🤔,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
धन्यवाद  टंक सरलाई,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Desha jalauna uksaune desha jalda hasera tali padkaune syabbas ramro garyo bhanne kuttaharu bideshama basera desha bikasko ra simako kura garchha CIA ka Ajenta haru dalar khayara hahaha,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Video ramro banaunu bhayo Tara conclusion bhayena .Cross border occupation bhanney Kura America basera bujhiela Tara sabbai Nepali tapai jasto priviledged chainan. Nepali bhanekai Nepal ho .Pradhanmantri Ko Intention ma kehi khot dekhidaina. Sabda chayan kasaiko kanlai manparena bhanney bitikai  galat artha lagaunu murkhatanai ho...,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
"Jai nepal 
Greater nepal sambhav hos 
Ladai haina barta 
Bal haina buddhi 

Saugauli samdi bata michiyeko bhubhak, pheri aakalan hos , jhut haina satya ma chau hami 

Kami kamjhori le michiyeko jamin nepali bhubhak, puranai stithi ma Sthapit hos. 

Greater nepal yathawat Nepal hos. 

Janta jagaruk hun, 

Nepal le bhubhak phirta paye sang sangai dubai desh bich sahakarya kayam rahos. 

Greater nepal ko school ma huda film hereko tiyo aile school sakyeko 10 barsha pachi reality huncha bhanne uutsaha jageko mahasus Bhacha. 

Action with facts with whole nation resolution for reimaging , resolving nepals land. 

Land not for superiority but for reevaluating nepals pride for its betterment, justice , peace , uplifting nepals - every nepalis holdings for its country lost land , 

Rebirthing almost died history. 

With intelligent Nepali for Nepal. 

Greater Nepal = Actual Nepal",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Jhole haru bujhna chahdaina,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
jay nepal,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
पर्धानमंत्रीले नेपालले मिचे रहेछ भन्नू भएको हो कब्जा होईन ।,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
"बालेनले नेपालले भारतको जग्गा मिचेको छ भनेको छ, सीमा मिचेको भनेर भनेको छैन। सीमा मिच्नु र जग्गा मिच्नु भनेको आकाश जमिनको फरक हो।",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Muj America ma Basera Nepal ko Kura garxas Kharaney gang,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Evidence ka sath bolne tapai Lai salam xa🫡,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
तै भयेर रछ दसगजा भन्ने फिलिम बनाकाे रछ उहिलै,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Balen saha thik bolnubhax,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
War huncha border ko subject ma kura bado vane 😅,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Excellent,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
"अमेरिकाम बसेर, नेपालको भूभाग कति जग्गा कति इन्च भोगचलना गरेका छन्, र म्यापमा नक्सा तानेर काटेर पत्रकार पत्राचार उचित राम्रो हो, तर यस्तो भिडियो काटेर नेपालको जमिन नेपाली हरेपेको छ भनेर भ्रम नगरेको राम्रो ।",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
"बालेनको मुखपत्र भैईसके टंकजी पनि रूटिने जस्तै,",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
❤❤🎉🎉🎉🎉🎉🎉,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
भनेपछि जग्गा मिच्ने व्यक्तिले भयो सिमाना मिच्ने देशले हो भनेर बुझ्नुपर्यो?,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Good analysis sir. THANKS A LOT.🙏,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Well explained 👏🏻,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Right ✅️ sir,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
I always enjoyed your video Tanka G.Hope our government will take the notice of of your video.,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
कुरा एकदम जायज छन टंक ज्यू को,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
रबि  बालेन  र घण्टेहरूले  आत्माहत्या  गोल  गर्यो ।,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Very good information short and sweet thank you tanka,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
अक्षरले सबै छेक्याे अक्षर हटाउनु हाेला अवकाे एपिसाेडमा,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
Nispachha,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g
